title,link,summary,published,source,category,priority,guid,author,tags,id
Vacation rental brand files Chapter 11 bankruptcy amid lawsuits,https://www.thestreet.com/travel/vacation-rental-brand-files-chapter-11-bankruptcy-amid-lawsuits-,Holiday home rental firm files for bankruptcy amid lawsuits over American dreams turned nightmares.,2025-08-13 01:33:00,TheStreet,investing_markets,1,https://www.thestreet.com/travel/vacation-rental-brand-files-chapter-11-bankruptcy-amid-lawsuits-,Nina Zdinjak,"[{'term': 'Luxury Travel', 'scheme': None, 'label': None}, {'term': 'Travel', 'scheme': None, 'label': None}, {'term': 'Bankruptcy', 'scheme': None, 'label': None}, {'term': 'Vacation', 'scheme': None, 'label': None}, {'term': 'Rental Homes', 'scheme': None, 'label': None}, {'term': 'Chapter 11', 'scheme': None, 'label': None}, {'term': 'Travel & Vacation News and Tips', 'scheme': None, 'label': None}]",90114
"Amazon is selling a 'gorgeous' rug for just $10, and shoppers say it's 'so soft'",https://www.thestreet.com/deals/champlant-entryway-rug-amazon-sale,"""We have it on laminate flooring, and it stays put.""",2025-08-13 01:30:00,TheStreet,investing_markets,1,https://www.thestreet.com/deals/champlant-entryway-rug-amazon-sale,Alex James Kane,"[{'term': 'Furniture', 'scheme': None, 'label': None}, {'term': 'Deals & Bargains News', 'scheme': None, 'label': None}, {'term': 'Amazon', 'scheme': None, 'label': None}, {'term': 'Home', 'scheme': None, 'label': None}, {'term': 'Commerce', 'scheme': None, 'label': None}, {'term': 'Shopping', 'scheme': None, 'label': None}, {'term': 'Savings', 'scheme': None, 'label': None}, {'term': 'Household Products', 'scheme': None, 'label': None}, {'term': 'Deals', 'scheme': None, 'label': None}, {'term': 'Commerce Deal', 'scheme': None, 'label': None}]",3027
Buyer Fatigue in Australian Debt Masked by Foreign Purchases,https://www.bloomberg.com/news/articles/2025-08-13/buyer-fatigue-in-australian-bonds-masked-by-foreign-purchases,"Australia’s bond market is showing early signs of stress from the nation’s massive borrowing plan this year, but the effect is being obscured by strong demand from foreign investors diversifying from Treasuries.",2025-08-13 01:08:33,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-13/buyer-fatigue-in-australian-bonds-masked-by-foreign-purchases,"Matthew Burgess, Finbarr Flynn, Masaki Kondo",[],81875
Cool CPI report sparks mixed forecasts on Fed rate cut,https://www.thestreet.com/fed/cool-cpi-report-sparks-mixed-forecasts-on-fed-rate-cut,Rising core inflation and foggy tariff risks inject fresh uncertainty into the Federal Reserve and interest rates.,2025-08-13 01:03:00,TheStreet,investing_markets,1,https://www.thestreet.com/fed/cool-cpi-report-sparks-mixed-forecasts-on-fed-rate-cut,Mary Helen Gillespie,"[{'term': 'Fed Funds', 'scheme': None, 'label': None}, {'term': 'Jobs', 'scheme': None, 'label': None}, {'term': 'Economy', 'scheme': None, 'label': None}, {'term': 'Mortgages', 'scheme': None, 'label': None}, {'term': 'Interest Rates', 'scheme': None, 'label': None}, {'term': 'Consumer Credit', 'scheme': None, 'label': None}, {'term': 'Federal Reserve', 'scheme': None, 'label': None}, {'term': 'Stocks', 'scheme': None, 'label': None}, {'term': 'Inflation', 'scheme': None, 'label': None}, {'term': 'Economic Trends', 'scheme': None, 'label': None}, {'term': 'Fed', 'scheme': None, 'label': None}, {'term': 'Housing', 'scheme': None, 'label': None}, {'term': 'Housing Market', 'scheme': None, 'label': None}, {'term': 'Treasury Bonds', 'scheme': None, 'label': None}, {'term': 'Treasury Bond', 'scheme': None, 'label': None}, {'term': 'Household Goods', 'scheme': None, 'label': None}, {'term': 'Credit Cards', 'scheme': None, 'label': None}, {'term': 'Jerome Powell', 'scheme': None, 'label': None}, {'term': 'Student Loans', 'scheme': None, 'label': None}, {'term': 'The FED | Federal Reserve & FOMC News', 'scheme': None, 'label': None}, {'term': 'Tariffs', 'scheme': None, 'label': None}, {'term': 'U.S. Economy', 'scheme': None, 'label': None}, {'term': 'Real Estate', 'scheme': None, 'label': None}, {'term': 'Auto finance', 'scheme': None, 'label': None}, {'term': 'Consumer', 'scheme': None, 'label': None}, {'term': 'Economy News and Analysis', 'scheme': None, 'label': None}, {'term': 'Economic Data', 'scheme': None, 'label': None}]",79517
A New Approach to Sustainable Investing,https://www.bloomberg.com/news/videos/2025-08-13/a-new-approach-to-sustainable-investing-video,"Bill Davis, Portfolio Manager for the Hennessy Sustainable ETF, breaks down some of his top stock picks, which he says offer a unique hedge to a market riding high on the AI trade. Bill speaks with Carol Massar and David Gura on Bloomberg Businessweek Daily. (Source: Bloomberg)",2025-08-13 00:59:52,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/videos/2025-08-13/a-new-approach-to-sustainable-investing-video,,[],19566
Exxon Aims to Build on Guyana Oil Success in Trinidad and Tobago,https://www.bloomberg.com/news/articles/2025-08-13/exxon-aims-to-build-on-guyana-oil-success-in-trinidad-and-tobago,"Exxon Mobil Corp. signed a deal to explore for oil and gas off the coast of Trinidad and Tobago, a decade after making the world’s largest discovery in a generation in nearby Guyana.",2025-08-13 00:58:53,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-13/exxon-aims-to-build-on-guyana-oil-success-in-trinidad-and-tobago,Denis Chabrol,"[{'term': 'NYS:XOM', 'scheme': 'stock-symbol', 'label': None}]",73069
Ford is readying a ‘compelling EV.’ Will that be enough for the stock?,https://www.marketwatch.com/story/ford-is-readying-a-compelling-ev-will-that-be-enough-for-the-stock-732626e3?mod=mw_rss_topstories,"Ford plans to offer a new four-door, midsize $30,000 electric pickup truck two years from now. The new EV is to be built on a new, universal EV platform, which Ford says is expected to reduce parts by 20% and assembly time by 15%.",2025-08-13 00:57:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004381250,Claudia Assis,[],32083
China’s Property Crisis Hits New Low With Evergrande Delisting,https://www.bloomberg.com/news/articles/2025-08-13/china-s-property-crisis-hits-new-low-with-evergrande-delisting,"China Evergrande Group’s delisting marks a bleak milestone for the nation’s property sector, now in a fourth year of paralysis that continues to weigh down the world’s second-largest economy.",2025-08-13 00:56:12,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-13/china-s-property-crisis-hits-new-low-with-evergrande-delisting,Venus Feng,"[{'term': 'HKG:3333', 'scheme': 'stock-symbol', 'label': None}, {'term': 'HKG:6666', 'scheme': 'stock-symbol', 'label': None}]",40410
Perplexity offers to buy Google's Chrome browser for $34.5 billion,https://www.cnbc.com/2025/08/12/perplexity-google-chrome-ai.html,AI startup Perplexity has offered to buy Google's Chrome browser for $34.5 billion,2025-08-13 00:55:09,CNBC World News,general_financial,1,108184809,,[],10523
Intel’s CEO seems to have made nice with Trump. What comes next?,https://www.marketwatch.com/story/intels-ceo-seems-to-have-made-nice-with-trump-what-comes-next-1c9a69d0?mod=mw_rss_topstories,"The chip maker could ask for more monetary support and for the White House to encourage customers to use its advanced chips, Bernstein analysts said.",2025-08-13 00:54:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004380976,Britney Nguyen,[],13694
Japan’s Bond Market Risks Loom Ahead of Five-Year Sale,https://www.bloomberg.com/news/articles/2025-08-13/japan-s-bond-market-risks-back-in-focus-ahead-of-five-year-sale,Japan will auction five-year government bonds Wednesday against the backdrop of renewed concerns over poor liquidity and volatility in the nation’s debt market.,2025-08-13 00:36:50,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-13/japan-s-bond-market-risks-back-in-focus-ahead-of-five-year-sale,Momoka Yokoyama,[],13985
Why this eponymous AI stock popped 50% (and isn't slowing down),https://www.thestreet.com/technology/why-this-eponymous-ai-stock-popped-50-and-isnt-slowing-down,A mix of market momentum and under-the-radar wins has investors leaning in.,2025-08-13 00:33:00,TheStreet,investing_markets,1,https://www.thestreet.com/technology/why-this-eponymous-ai-stock-popped-50-and-isnt-slowing-down,Moz Farooque,"[{'term': 'Investing Advice', 'scheme': None, 'label': None}, {'term': 'Stock Market', 'scheme': None, 'label': None}, {'term': 'Top Tech', 'scheme': None, 'label': None}, {'term': 'Investing Stocks', 'scheme': None, 'label': None}, {'term': 'Top Picks', 'scheme': None, 'label': None}, {'term': 'Technology Hardware & Equipment', 'scheme': None, 'label': None}, {'term': 'Technology', 'scheme': None, 'label': None}, {'term': 'Stock Ideas', 'scheme': None, 'label': None}, {'term': 'Investing News, Analysis, and Tips', 'scheme': None, 'label': None}, {'term': 'Chatbot', 'scheme': None, 'label': None}, {'term': 'Earnings', 'scheme': None, 'label': None}, {'term': 'Stock of the Day', 'scheme': None, 'label': None}, {'term': 'Artificial Intelligence', 'scheme': None, 'label': None}, {'term': 'Technology Business News', 'scheme': None, 'label': None}, {'term': 'Investing', 'scheme': None, 'label': None}, {'term': 'Nvidia', 'scheme': None, 'label': None}, {'term': 'Stock Investing News, Analysis and Tips', 'scheme': None, 'label': None}]",28602
"CoreWeave’s mixed earnings fail to wow AI bulls, and the stock falls",https://www.marketwatch.com/story/coreweaves-mixed-earnings-fail-to-wow-ai-bulls-and-the-stock-falls-6bc57d8d?mod=mw_rss_topstories,The company beat revenue expectations on ‘unprecedented’ AI demand but posted a wider loss than analysts were predicting.,2025-08-13 00:13:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004382458,Christine Ji,[],4309
"Cava trims sales outlook, stock tumbles as CEO says consumers are navigating a ‘fog’",https://www.marketwatch.com/story/cava-trims-its-sales-outlook-and-shares-tumble-its-ceo-says-consumers-are-navigating-a-fog-8326ee19?mod=mw_rss_topstories,Shares of Cava Group tumbled late Tuesday after the Mediterranean fast-casual restaurant chain trimmed its full-year same-store sales outlook.,2025-08-13 00:11:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004382703,Bill Peters,[],89345
T-Mobile quietly makes a harsh change to internet plans,https://www.thestreet.com/retail/t-mobile-quietly-makes-a-harsh-change-to-internet-plans,T-Mobile has made a major change to its internet plans customers may not like.,2025-08-13 00:07:00,TheStreet,investing_markets,1,https://www.thestreet.com/retail/t-mobile-quietly-makes-a-harsh-change-to-internet-plans,Patricia Battle,"[{'term': 'Telecom Services', 'scheme': None, 'label': None}, {'term': 'Consumer', 'scheme': None, 'label': None}, {'term': 'Telecommunications', 'scheme': None, 'label': None}, {'term': 'Telecom', 'scheme': None, 'label': None}, {'term': 'Telecom Service', 'scheme': None, 'label': None}, {'term': 'Technology', 'scheme': None, 'label': None}, {'term': 'Technology Business News', 'scheme': None, 'label': None}, {'term': 'Retail, Shopping Malls, Chain Stores News & Analysis', 'scheme': None, 'label': None}, {'term': 'Internet', 'scheme': None, 'label': None}, {'term': 'Retail', 'scheme': None, 'label': None}]",99150
Billionaire Kwek’s CDL Sees Muted Profit Rise After Feud,https://www.bloomberg.com/news/articles/2025-08-12/billionaire-kweks-cdl-sees-muted-profit-rise-after-family-feud,"The Singapore developer controlled by the city-state’s richest clan reported a small increase in profit in the first half of the year, a period overshadowed by a damaging family feud.",2025-08-12 23:55:58,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-12/billionaire-kweks-cdl-sees-muted-profit-rise-after-family-feud,"Dexter Low, Sheryl Tian Tong Lee",[],19148
Veteran trader has surprising post-earnings take on Monday.com,https://www.thestreet.com/investing/stocks/veteran-trader-has-surprising-post-earnings-take-on-monday-com,This is what could happen next to shares on Monday.com.,2025-08-12 23:53:00,TheStreet,investing_markets,1,https://www.thestreet.com/investing/stocks/veteran-trader-has-surprising-post-earnings-take-on-monday-com,Rob Lenihan,"[{'term': 'Stock Investing News, Analysis and Tips', 'scheme': None, 'label': None}, {'term': 'Price Target', 'scheme': None, 'label': None}, {'term': 'Stocks', 'scheme': None, 'label': None}, {'term': 'Investing News, Analysis, and Tips', 'scheme': None, 'label': None}, {'term': 'Earnings', 'scheme': None, 'label': None}, {'term': 'Trading', 'scheme': None, 'label': None}, {'term': 'Software', 'scheme': None, 'label': None}, {'term': 'Earnings Forecast', 'scheme': None, 'label': None}, {'term': 'Software & Services', 'scheme': None, 'label': None}, {'term': 'Investing', 'scheme': None, 'label': None}, {'term': 'Technology', 'scheme': None, 'label': None}, {'term': 'Artificial Intelligence', 'scheme': None, 'label': None}, {'term': 'Cloud', 'scheme': None, 'label': None}, {'term': 'Earnings Preview', 'scheme': None, 'label': None}, {'term': 'Technology Business News', 'scheme': None, 'label': None}]",69980
Musk threatens 'immediate' legal action against Apple over alleged antitrust violations,https://www.cnbc.com/2025/08/12/musk-threatens-immediate-legal-action-against-apple-over-alleged-antitrust-violations.html,ChatGPT was ranked No. 1 in the top free apps section of the American iOS store. Apple has tied up with OpenAI to integrate ChatGPT into its products.,2025-08-12 23:38:20,CNBC World News,general_financial,1,108184526,,[],36011
Oil Holds Decline With Focus on Trump-Putin Meeting on Ukraine,https://www.bloomberg.com/news/articles/2025-08-12/latest-oil-market-news-and-analysis-for-august-13,"Oil was steady after dropping in thin trading on Tuesday, with investors looking to talks between the US and Russian leaders on Friday for fresh impetus.",2025-08-12 23:37:50,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-12/latest-oil-market-news-and-analysis-for-august-13,"Charlie Zhu, Sarah Chen",[],39043
3 ways Wendy's CEO plans to fix the struggling burger business,https://www.thestreet.com/restaurants/3-ways-wendys-ceo-plans-to-fix-the-struggling-burger-business-,"Wendy's has been losing market share, and its new boss has not been shy about addressing the problem.",2025-08-12 23:33:00,TheStreet,investing_markets,1,https://www.thestreet.com/restaurants/3-ways-wendys-ceo-plans-to-fix-the-struggling-burger-business-,Daniel Kline,"[{'term': 'Restaurants & Fast Food Industry News', 'scheme': None, 'label': None}, {'term': 'Food', 'scheme': None, 'label': None}, {'term': 'Restaurants', 'scheme': None, 'label': None}, {'term': 'Food & Drink', 'scheme': None, 'label': None}, {'term': 'Fast Food', 'scheme': None, 'label': None}, {'term': 'Food And Beverage', 'scheme': None, 'label': None}]",89924
Amazon is selling a 'comfortable and stylish' ergonomic office chair for only $65,https://www.thestreet.com/deals/winrise-ergonomic-office-chair-amazon-sale,"""This chair is worth every penny.""",2025-08-12 23:30:00,TheStreet,investing_markets,1,https://www.thestreet.com/deals/winrise-ergonomic-office-chair-amazon-sale,Jaime Carrillo,"[{'term': 'Furniture', 'scheme': None, 'label': None}, {'term': 'Deals & Bargains News', 'scheme': None, 'label': None}, {'term': 'Commerce Deal', 'scheme': None, 'label': None}, {'term': 'Shopping', 'scheme': None, 'label': None}, {'term': 'Home', 'scheme': None, 'label': None}, {'term': 'Commerce', 'scheme': None, 'label': None}, {'term': 'Savings', 'scheme': None, 'label': None}, {'term': 'Deals', 'scheme': None, 'label': None}, {'term': 'Amazon', 'scheme': None, 'label': None}]",5758
McDonald's menu brings back Shania Twain's favorite side dishes,https://www.thestreet.com/restaurants/mcdonalds-menu-brings-back-shania-twains-favorite-side-dishes,McDonald's teams up with Shania Twain to launch a limited-time menu collaboration and exclusive collectible.,2025-08-12 23:27:21,TheStreet,investing_markets,1,https://www.thestreet.com/restaurants/mcdonalds-menu-brings-back-shania-twains-favorite-side-dishes,Fernanda Tronco,"[{'term': 'Music', 'scheme': None, 'label': None}, {'term': 'Social Media', 'scheme': None, 'label': None}, {'term': 'Restaurants', 'scheme': None, 'label': None}, {'term': 'Food & Staples Retail', 'scheme': None, 'label': None}, {'term': 'Value', 'scheme': None, 'label': None}, {'term': 'Canada', 'scheme': None, 'label': None}, {'term': 'Latest Media Industry Investing & Business News', 'scheme': None, 'label': None}, {'term': 'Launch', 'scheme': None, 'label': None}, {'term': 'Media & Entertainment Business News', 'scheme': None, 'label': None}, {'term': 'Food', 'scheme': None, 'label': None}, {'term': 'Media', 'scheme': None, 'label': None}, {'term': 'Retail', 'scheme': None, 'label': None}, {'term': 'Celebrity Interviews', 'scheme': None, 'label': None}, {'term': 'Consumer', 'scheme': None, 'label': None}, {'term': 'Restaurants & Fast Food Industry News', 'scheme': None, 'label': None}, {'term': 'Entertainment', 'scheme': None, 'label': None}, {'term': 'Retail, Shopping Malls, Chain Stores News & Analysis', 'scheme': None, 'label': None}, {'term': 'Food And Beverage', 'scheme': None, 'label': None}, {'term': 'Food Delivery', 'scheme': None, 'label': None}, {'term': 'Food & Drink', 'scheme': None, 'label': None}, {'term': 'Fast Food', 'scheme': None, 'label': None}]",60973
Popular sports bar’s 20-year run ends in Chapter 11 bankruptcy,https://www.thestreet.com/restaurants/beloved-texas-sports-bar-closes-down-files-chapter-11-bankruptcy,The popular sports bar was seized by Texas tax authorities and closed for unpaid taxes.,2025-08-12 23:25:30,TheStreet,investing_markets,1,https://www.thestreet.com/restaurants/beloved-texas-sports-bar-closes-down-files-chapter-11-bankruptcy,Kirk O’Neil,"[{'term': 'Restaurants & Fast Food Industry News', 'scheme': None, 'label': None}, {'term': 'Restaurants', 'scheme': None, 'label': None}, {'term': 'Retail', 'scheme': None, 'label': None}, {'term': 'Bankruptcy', 'scheme': None, 'label': None}, {'term': 'Sports Business', 'scheme': None, 'label': None}, {'term': 'Chapter 11', 'scheme': None, 'label': None}]",74748
"Jean Chatzky sends strong message on Medicare, Social Security",https://www.thestreet.com/retirement/jean-chatzky-sends-strong-message-on-medicare-social-security,The former NBC Today Show financial editor makes a key statement on retirement planning.,2025-08-12 23:18:00,TheStreet,investing_markets,1,https://www.thestreet.com/retirement/jean-chatzky-sends-strong-message-on-medicare-social-security,Jeffrey Quiggle,"[{'term': 'Latest Retirement News, Tips & Guides', 'scheme': None, 'label': None}, {'term': 'Medicare', 'scheme': None, 'label': None}, {'term': 'Retirement', 'scheme': None, 'label': None}, {'term': 'Retirement Plans', 'scheme': None, 'label': None}, {'term': 'Personal Finance News, Tips & Advice', 'scheme': None, 'label': None}, {'term': 'Money Basics', 'scheme': None, 'label': None}, {'term': 'Social Security', 'scheme': None, 'label': None}, {'term': 'Financial Influencers', 'scheme': None, 'label': None}, {'term': 'Personal Finance', 'scheme': None, 'label': None}, {'term': 'Financial Planning', 'scheme': None, 'label': None}, {'term': 'Money', 'scheme': None, 'label': None}]",72268
These Eli Lilly executives have been scooping up stock after its big drop,https://www.marketwatch.com/story/these-eli-lilly-executives-have-been-scooping-up-stock-after-its-big-drop-73d2b767?mod=mw_rss_topstories,"Eli Lilly’s weight-loss pill disappointed in a key trial, but CEO David Ricks and other insiders together bought nearly $3 million worth of stock in the aftermath of the selloff.",2025-08-12 23:07:00,MarketWatch Top Stories,general_financial,1,WP-MKTW-0004383373,Emily Bary,[],20055
Goldman Sachs CEO under fire from White House,https://www.thestreet.com/economy/goldman-sachs-ceo-comes-under-fire-from-white-house-over-forecast,President Trump delivered a sharp criticism of the Wall Street firm.,2025-08-12 23:03:00,TheStreet,investing_markets,1,https://www.thestreet.com/economy/goldman-sachs-ceo-comes-under-fire-from-white-house-over-forecast,Todd Campbell - Co-Editor-in-Chief,"[{'term': 'Economy News and Analysis', 'scheme': None, 'label': None}, {'term': 'Economy', 'scheme': None, 'label': None}, {'term': 'Latest Stock Market News & Data', 'scheme': None, 'label': None}, {'term': 'Jobs', 'scheme': None, 'label': None}, {'term': 'Employment', 'scheme': None, 'label': None}, {'term': 'Politics', 'scheme': None, 'label': None}, {'term': 'Inflation', 'scheme': None, 'label': None}, {'term': 'Politics and Business News & Opinion', 'scheme': None, 'label': None}, {'term': 'Economic Data', 'scheme': None, 'label': None}, {'term': 'U.S. Economy', 'scheme': None, 'label': None}, {'term': 'Economic Trends', 'scheme': None, 'label': None}]",95023
China’s $11 Trillion Stock Market Stages Steady Resurgence,https://www.bloomberg.com/news/articles/2025-08-12/china-s-11-trillion-stock-market-is-staging-a-quiet-resurgence,"Chinese stocks have gained ground in recent months despite a lack of major catalysts, with ample domestic liquidity likely to sustain the rally.",2025-08-12 23:00:00,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-12/china-s-11-trillion-stock-market-is-staging-a-quiet-resurgence,"John Liu, Lin Zhu",[],35998
Major Australian Gold Miner Evolution Is Eying More Copper Deals,https://www.bloomberg.com/news/articles/2025-08-12/evolution-mining-s-profit-more-than-doubles-on-gold-s-surge,"Australia’s second-largest gold miner is looking to boost its exposure to copper, even after posting a record full-year profit following a surge in bullion prices.",2025-08-12 22:46:32,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-12/evolution-mining-s-profit-more-than-doubles-on-gold-s-surge,Sybilla Gross,"[{'term': 'ASX:EVN', 'scheme': 'stock-symbol', 'label': None}]",26596
Jim Cramer tells investors to 'stay the course' even when it feels tough. Here's why,https://www.cnbc.com/2025/08/12/cramer-stock-market-trump.html,"Jim Cramer said investors should stay in stocks after the S&amp;P 500 and Nasdaq hit record highs on weaker inflation, hinting at Fed rate cuts.",2025-08-12 22:44:02,CNBC World News,general_financial,1,108184920,,[],74086
White House eyes Smithsonian museums for Trump's 'American exceptionalism' compliance,https://www.cnbc.com/2025/08/12/trump-white-house-smithsonian-museum-american.html,"The Smithsonian museums will get four months to make ""content corrections"" if exhibits don't match a directive by President Trump.",2025-08-12 22:16:16,CNBC World News,general_financial,1,108184995,,[],36579
Musk-Altman battle escalates as Tesla CEO drags Apple into the spat,https://www.cnbc.com/2025/08/12/musk-altman-battle-escalates-as-tesla-ceo-drags-apple-into-the-spat-.html,"Elon Musk and Sam Altman, who were longtime friends and helped start OpenAI, are in an extended legal battle that now involves Apple.",2025-08-12 22:13:45,CNBC World News,general_financial,1,108184772,,[],37877
Stocks Advance to a Record on Fed Rate-Cut Bets: Markets Wrap,https://www.bloomberg.com/news/articles/2025-08-12/stock-market-today-dow-s-p-live-updates,Stocks climbed to a record as an in-line US inflation reading eased price concerns and bolstered bets on a Federal Reserve interest-rate cut in September.,2025-08-12 22:12:27,Bloomberg Markets,general_financial,1,https://www.bloomberg.com/news/articles/2025-08-12/stock-market-today-dow-s-p-live-updates,Anand Krishnamoorthy,[],42675
